tip.name	current.accepted.name	duplicated
Physalis_philadelphica	Physalis_philadelphica	no
Physalis_pruinosa	Physalis_pruinosa	no
Physalis_pubescens	Physalis_pubescens	no
Physalis_pumila	Physalis_pumila	no
Physalis_sordida	Physalis_sordida	no
Physalis_virginiana	Physalis_virginiana	no
Physalis_viscosa	Physalis_viscosa	no
Physalis_walteri	Physalis_walteri	no
Physochlaina_infundibularis	Physochlaina_infundibularis	no
Physochlaina_orientalis	Physochlaina_orientalis	no
Physochlaina_physaloides	Physochlaina_physaloides	no
Physochlaina_praealta	Physochlaina_praealta	no
Plowmania_nyctaginoides	Plowmania_nyctaginoides	no
Protoschwenkia_mandonii	Protoschwenkia_mandonii	no
Przewalskia_tangutica	Przewalskia_tangutica	no
Quincula_lobata	Quincula_lobata	no
Reyesia_sp	Reyesia_sp	no
Salpichroa_origanifolia	Salpichroa_origanifolia	no
Salpiglossis_sinuata	Salpiglossis_sinuata	no
Saracha_punctata	Saracha_punctata	no
Saracha_quitensis	Saracha_quitensis	no
Schizanthus_alpestris	Schizanthus_alpestris	no
Schizanthus_candidus	Schizanthus_candidus	no
Schizanthus_grahamii	Schizanthus_grahamii	no
Schizanthus_hookeri	Schizanthus_hookeri	no
Schizanthus_integrifolius	Schizanthus_integrifolius	no
Schizanthus_lacteus	Schizanthus_lacteus	no
Schizanthus_laetus	Schizanthus_laetus	no
Schizanthus_litoralis	Schizanthus_litoralis	no
Schizanthus_parvulus	Schizanthus_parvulus	no
Schizanthus_pinnatus	Schizanthus_pinnatus	no
Schizanthus_porrigens	Schizanthus_porrigens	no
Schizanthus_tricolor	Schizanthus_tricolor	no
Schultesianthus_leucanthus	Schultesianthus_leucanthus	no
Schultesianthus_megalandrus	Schultesianthus_megalandrus	no
Schwenckia_glabrata	Schwenckia_glabrata	no
Schwenckia_lateriflora	Schwenckia_lateriflora	no
Sclerophylax_adnatifolia	Sclerophylax_adnatifolia	no
Sclerophylax_gilliesii	Sclerophylax_arnottii	no
Sclerophylax_sp	Sclerophylax_sp	no
Sclerophylax_spinescens	Sclerophylax_spinescens	no
Scopolia_carniolica	Scopolia_carniolica	no
Scopolia_japonica	Scopolia_japonica	no
Scopolia_lutescens	Scopolia_lutescens	no
Scopolia_parviflora	Scopolia_parviflora	no
Sessea_corymbiflora	Sessea_corymbiflora	no
Sessea_stipulata	Sessea_stipulata	no
Sessea_vestita	Sessea_vestita	no
Solandra_brachycalyx	Solandra_brachycalyx	no
Solandra_grandiflora	Solandra_grandiflora	no
Solanum_absconditum	Solanum_absconditum	no
Solanum_abutiloides	Solanum_abutiloides	no
Solanum_acanthodapis	Solanum_acanthodapis	no
Solanum_acaule	Solanum_acaule	no
Solanum_accrescens	Solanum_accrescens	no
Solanum_acerifolium	Solanum_acerifolium	no
Solanum_achacachense	Solanum_candolleanum	yes
Solanum_acroscopicum	Solanum_acroscopicum	no
Solanum_aculeastrum	Solanum_aculeastrum	no
Solanum_aculeatissimum	Solanum_aculeatissimum	no
Solanum_acutilobum	Solanum_acutilobum	no
Solanum_adhaerens	Solanum_volubile	no
Solanum_adscendens	Solanum_adscendens	no
Solanum_aethiopicum	Solanum_aethiopicum	no
Solanum_aggregatum	Solanum_guineense	yes
Solanum_agrarium	Solanum_agrarium	no
Solanum_agrimonifolium	Solanum_agrimoniifolium	no
Solanum_alandiae	Solanum_brevicaule	yes
Solanum_albicans	Solanum_albicans	no
Solanum_albidum	Solanum_albidum	no
Solanum_aligerum	Solanum_aligerum	no
Solanum_allophyllum	Solanum_allophyllum	no
Solanum_amblymerum	Solanum_amblymerum	no
Solanum_americanum	Solanum_americanum	no
Solanum_amygdalifolium	Solanum_amygdalifolium	no
Solanum_anceps	Solanum_anceps	no
Solanum_andreanum	Solanum_andreanum	no
Solanum_anguivi	Solanum_anguivi	no
Solanum_angustialatum	Solanum_angustialatum	no
Solanum_angustifolium	Solanum_angustifolium	no
Solanum_annuum	Solanum_annuum	no
Solanum_aphyodendron	Solanum_aphyodendron	no
Solanum_appendiculatum	Solanum_appendiculatum	no
Solanum_arachnidanthum	Solanum_arachnidanthum	no
Solanum_arboreum	Solanum_arboreum	no
Solanum_argentinum	Solanum_argentinum	no
Solanum_argopetalum	Solanum_argopetalum	no
Solanum_arnezii	Solanum_chacoense	yes
Solanum_arundo	Solanum_arundo	no
Solanum_asperolanatum	Solanum_asperolanatum	no
Solanum_asperum	Solanum_asperum	no
Solanum_asterophorum	Solanum_asterophorum	no
Solanum_asteropilodes	Solanum_asteropilodes	no
Solanum_asymmetriphyllum	Solanum_asymmetriphyllum	no
Solanum_atropurpureum	Solanum_atropurpureum	no
Solanum_aturense	Solanum_aturense	no
Solanum_aviculare	Solanum_aviculare	no
Solanum_avilesii	Solanum_brevicaule	yes
Solanum_bahamense	Solanum_bahamense	no
Solanum_batoides	Solanum_batoides	no
Solanum_beaugleholei	Solanum_beaugleholei	no
Solanum_berthaultii	Solanum_berthaultii	no
Solanum_betaceum	Solanum_betaceum	no
Solanum_bicorne	Solanum_bicorne	no
Solanum_bolivianum	Solanum_bolivianum	no
Solanum_bonariense	Solanum_bonariense	no
Solanum_brevicaule	Solanum_brevicaule	no
Solanum_brevifolium	Solanum_brevifolium	no
Solanum_brownii	Solanum_brownii	no
Solanum_buddleifolium	Solanum_buddleifolium	no
Solanum_bukasovii	Solanum_candolleanum	yes
Solanum_bulbocastanum	Solanum_bulbocastanum	no
Solanum_bumeliifolium	Solanum_bumeliifolium	no
Solanum_cacosmum	Solanum_cacosmum	no
Solanum_caesium	Solanum_caesium	no
Solanum_cajanumense	Solanum_cajanumense	no
Solanum_calileguae	Solanum_calileguae	no
Solanum_campanulatum	Solanum_campanulatum	no
Solanum_campylacanthum	Solanum_campylacanthum	no
Solanum_candidum	Solanum_candidum	no
Solanum_candolleanum	Solanum_candolleanum	no
Solanum_capense	Solanum_capense	no
Solanum_capsicastrum	Solanum_pseudocapsicum	yes
Solanum_capsiciforme	Solanum_capsiciforme	no
Solanum_capsicoides	Solanum_capsicoides	no
Solanum_cardiophyllum	Solanum_cardiophyllum	no
Solanum_carduiforme	Solanum_carduiforme	no
Solanum_caricifolium	Solanum_caricaefolium	no
Solanum_caripense	Solanum_caripense	no
Solanum_carolinense	Solanum_carolinense	no
Solanum_cataphractum	Solanum_cataphractum	no
Solanum_centrale	Solanum_centrale	no
Solanum_cerasiferum	Solanum_cerasiferum	no
Solanum_chacoense	Solanum_chacoense	no
Solanum_chamaepolybotryon	Solanum_chamaepolybotryon	no
Solanum_cheesmaniae	Solanum_cheesmaniae	no
Solanum_chenopodinum	Solanum_chenopodinum	no
Solanum_chenopodium	Solanum_chenopodinum	yes
Solanum_chilense	Solanum_chilense	no
Solanum_chippendalei	Solanum_chippendalei	no
Solanum_chmielewskii	Solanum_chmielewskii	no
Solanum_chomatophilum	Solanum_chomatophilum	no
Solanum_chrysotrichum	Solanum_chrysotrichum	no
Solanum_cinereum	Solanum_cinereum	no
Solanum_circaeifolium	Solanum_stipuloideum	no
Solanum_circinatum	Solanum_splendens	no
Solanum_citrullifolium	Solanum_citrullifolium	no
Solanum_clandestinum	Solanum_clandestinum	no
Solanum_clarkiae	Solanum_clarkiae	no
Solanum_clarum	Solanum_clarum	no
Solanum_cleistogamum	Solanum_cleistogamum	no
Solanum_coactiliferum	Solanum_coactiliferum	no
Solanum_colombianum	Solanum_colombianum	no
Solanum_comarapanum	Solanum_comarapanum	no
Solanum_comptum	Solanum_comptum	no
Solanum_conditum	Solanum_aridum	no
Solanum_confusum	Solanum_confusum	no
Solanum_conicum	Solanum_conicum	no
Solanum_cookii	Solanum_cookii	no
Solanum_cordovense	Solanum_cordovense	no
Solanum_coriaceum	Solanum_coriaceum	no
Solanum_corifolium	Solanum_corifolium	no
Solanum_crinitipes	Solanum_crinitipes	no
Solanum_crinitum	Solanum_crinitum	no
Solanum_crispum	Solanum_crispum	no
Solanum_crotonoides	Solanum_crotonoides	no
Solanum_cumingii	Solanum_insanum	no
Solanum_cunninghamii	Solanum_cunninghamii	no
Solanum_curvicuspe	Solanum_curvicuspe	no
Solanum_cyaneopurpureum	Solanum_cyaneopurpureum	no
Solanum_cylindricum	Solanum_cylindricum	no
Solanum_dasyphyllum	Solanum_dasyphyllum	no
Solanum_davisense	Solanum_davisense	no
Solanum_decompositiflorum	Solanum_decompositiflorum	no
Solanum_delitescens	Solanum_delitescens	no
Solanum_demissum	Solanum_demissum	no
Solanum_densevestitum	Solanum_densevestitum	no
Solanum_dianthophorum	Solanum_ellipticum	yes
Solanum_dimorphispinum	Solanum_dimorphispinum	no
Solanum_dioicum	Solanum_dioicum	no
Solanum_diphyllum	Solanum_diphyllum	no
Solanum_diploconos	Solanum_diploconos	no
Solanum_discolor	Solanum_discolor	no
Solanum_dissectum	Solanum_dissectum	no
Solanum_ditrichum	Solanum_ditrichum	no
Solanum_diversiflorum	Solanum_diversiflorum	no
Solanum_doddsii	Solanum_doddsii	no
Solanum_donianum	Solanum_donianum	no
Solanum_drymophilum	Solanum_ensifolium	no
Solanum_dulcamara	Solanum_dulcamara	no
Solanum_echinatum	Solanum_echinatum	no
Solanum_ehrenbergii	Solanum_ehrenbergii	no
Solanum_elachophyllum	Solanum_elachophyllum	no
Solanum_elaeagnifolium	Solanum_elaeagnifolium	no
Solanum_ellipticum	Solanum_ellipticum	no
Solanum_enantiophyllanthum	Solanum_enantiophyllanthum	no
Solanum_endopogon	Solanum_endopogon	no
Solanum_esuriale	Solanum_esuriale	no
Solanum_etuberosum	Solanum_etuberosum	no
Solanum_evolvulifolium	Solanum_evolvulifolium	no
Solanum_exiguum	Solanum_exiguum	no
Solanum_fallax	Solanum_fallax	no
Solanum_felinum	Solanum_felinum	no
Solanum_ferocissimum	Solanum_ferocissimum	no
Solanum_fiebrigii	Solanum_fiebrigii	no
Solanum_fraxinifolium	Solanum_fraxinifolium	no
Solanum_fructotecto	Solanum_fructu-tecto	no
Solanum_furfuraceum	Solanum_furfuraceum	no
Solanum_fusiforme	Solanum_fusiforme	no
Solanum_gabrielae	Solanum_gabrielae	no
Solanum_galapagense	Solanum_galapagense	no
Solanum_gardneri	Solanum_gardneri	no
Solanum_giganteum	Solanum_giganteum	no
Solanum_glabratum	Solanum_glabratum	no
Solanum_glaucophyllum	Solanum_glaucophyllum	no
Solanum_glutinosum	Solanum_glutinosum	no
Solanum_goetzei	Solanum_goetzei	no
Solanum_grayi	Solanum_grayi	no
Solanum_guerreroense	Solanum_guerreroense	no
Solanum_guineense	Solanum_guineense	no
Solanum_gympiense	Solanum_gympiense	no
Solanum_habrochaites	Solanum_habrochaites	no
Solanum_hapalum	Solanum_hapalum	no
Solanum_hasslerianum	Solanum_hasslerianum	no
Solanum_havanense	Solanum_havanense	no
Solanum_hayesii	Solanum_hayesii	no
Solanum_heinianum	Solanum_heinianum	no
Solanum_herculeum	Solanum_herculeum	no
Solanum_heterodoxum	Solanum_heterodoxum	no
Solanum_heteropodium	Solanum_heteropodium	no
Solanum_hexandrum	Solanum_hexandrum	no
Solanum_hibernum	Solanum_hibernum	no
Solanum_hieronymi	Solanum_hieronymi	no
Solanum_hindsianum	Solanum_hindsianum	no
Solanum_hirtum	Solanum_hirtum	no
Solanum_hjertingii	Solanum_hjertingii	no
Solanum_hoehnei	Solanum_hoehnei	no
Solanum_hoplopetalum	Solanum_hoplopetalum	no
Solanum_horridum	Solanum_horridum	no
Solanum_hougasii	Solanum_hougasii	no
Solanum_humile	Solanum_humile	no
Solanum_hyporhodium	Solanum_hyporhodium	no
Solanum_hystrix	Solanum_hystrix	no
Solanum_immite	Solanum_immite	no
Solanum_inaequilaterum	Solanum_inaequilaterum	no
Solanum_incamayoense	Solanum_brevicaule	yes
Solanum_incanum	Solanum_incanum	no
Solanum_incarceratum	Solanum_incarceratum	no
Solanum_incompletum	Solanum_incompletum	no
Solanum_incurvum	Solanum_incurvum	no
Solanum_inelegans	Solanum_inelegans	no
Solanum_infundibuliforme	Solanum_infundibuliforme	no
Solanum_innoxium	Solanum_innoxium	no
Solanum_iopetalum	Solanum_iopetalum	no
Solanum_jabrense	Solanum_jabrense	no
Solanum_jamaicense	Solanum_jamaicense	no
Solanum_jamesii	Solanum_jamesii	no
Solanum_johnsonianum	Solanum_johnsonianum	no
Solanum_johnstonii	Solanum_johnstonii	no
Solanum_jucundum	Solanum_jucundum	no
Solanum_juglandifolium	Solanum_juglandifolium	no
Solanum_juvenale	Solanum_juvenale	no
Solanum_kurtzianum	Solanum_kurtzianum	no
Solanum_kurzii	Solanum_violaceum	yes
Solanum_kwebense	Solanum_tettense	no
Solanum_laciniatum	Solanum_laciniatum	no
Solanum_lamprocarpum	Solanum_lamprocarpum	no
Solanum_lanceifolium	Solanum_lanceifolium	no
Solanum_lanceolatum	Solanum_lanceolatum	no
Solanum_lasiocarpum	Solanum_lasiocarpum	no
Solanum_lasiophyllum	Solanum_lasiophyllum	no
Solanum_latens	Solanum_latens	no
Solanum_latiflorum	Solanum_latiflorum	no
Solanum_laxissimum	Solanum_laxissimum	no
Solanum_laxum	Solanum_laxum	no
Solanum_leopoldense	Solanum_leopoldensis	no
Solanum_lepidotum	Solanum_lepidotum	no
Solanum_leptophyes	Solanum_brevicaule	yes
Solanum_lichtensteinii	Solanum_lichtensteinii	no
Solanum_lidii	Solanum_lidii	no
Solanum_lignicaule	Solanum_lignicaule	no
Solanum_limitare	Solanum_limitare	no
Solanum_linearifolium	Solanum_linearifolium	no
Solanum_linnaeanum	Solanum_linnaeanum	no
Solanum_longiconicum	Solanum_longiconicum	no
Solanum_lucani	Solanum_lucani	no
Solanum_lumholtzianum	Solanum_lumholtzianum	no
Solanum_luteoalbum	Solanum_luteoalbum	no
Solanum_lycocarpum	Solanum_lycocarpum	no
Solanum_lycopersicoides	Solanum_lycopersicoides	no
Solanum_lycopersicum	Solanum_lycopersicum	no
Solanum_lyratum	Solanum_lyratum	no
Solanum_lythrocarpum	Solanum_lythrocarpum	no
Solanum_macoorai	Solanum_macoorai	no
Solanum_macrocarpon	Solanum_macrocarpon	no
Solanum_maglia	Solanum_maglia	no
Solanum_mahoriense	Solanum_mahoriense	no
Solanum_mammosum	Solanum_mammosum	no
Solanum_mapiriense	Solanum_mapiriense	no
Solanum_marginatum	Solanum_marginatum	no
Solanum_marinasense	Solanum_candolleanum	yes
Solanum_maternum	Solanum_maternum	no
Solanum_mauritianum	Solanum_mauritianum	no
Solanum_megalonyx	Solanum_megalonyx	no
Solanum_megistacrolobum	Solanum_boliviense	no
Solanum_melanospermum	Solanum_melanospermum	no
Solanum_melissarum	Solanum_melissarum	no
Solanum_melongena	Solanum_melongena	no
Solanum_microdontum	Solanum_microdontum	no
Solanum_microphyllum	Solanum_microphyllum	no
Solanum_mitchellianum	Solanum_mitchellianum	no
Solanum_mite	Solanum_mite	no
Solanum_mitlense	Solanum_mitlense	no
Solanum_monachophyllum	Solanum_monachophyllum	no
Solanum_monarchostemon	Solanum_monarchostemon	no
Solanum_montanum	Solanum_montanum	no
Solanum_morelliforme	Solanum_morelliforme	no
Solanum_mortonii	Solanum_mortonii	no
Solanum_moscopanum	Solanum_colombianum	yes
Solanum_moxosense	Solanum_moxosense	no
Solanum_multifidum	Solanum_multifidum	no
Solanum_multiinterruptum	Solanum_multiinterruptum	no
Solanum_multispinum	Solanum_multispinum	no
Solanum_multivenosum	Solanum_multivenosum	no
Solanum_muricatum	Solanum_muricatum	no
Solanum_myoxotrichum	Solanum_myoxotrichum	no
Solanum_myriacanthum	Solanum_myriacanthum	no
Solanum_nakurense	Solanum_terminale	yes
Solanum_nemophilum	Solanum_nemophilum	no
Solanum_nemorense	Solanum_nemorense	no
Solanum_neoanglicum	Solanum_neoanglicum	no
Solanum_neorickii	Solanum_neorickii	no
Solanum_nigriviolaceum	Solanum_nigriviolaceum	no
Solanum_nigrum	Solanum_nigrum	no
Solanum_nitidum	Solanum_nitidum	no
Solanum_nobile	Solanum_nobile	no
Solanum_nummularium	Solanum_nummularium	no
Solanum_obliquum	Solanum_obliquum	no
Solanum_occultum	Solanum_occultum	no
Solanum_ochranthum	Solanum_ochranthum	no
Solanum_ochrophyllum	Solanum_ochrophyllum	no
Solanum_oedipus	Solanum_oedipus	no
Solanum_okadae	Solanum_okadae	no
Solanum_oldfieldii	Solanum_oldfieldii	no
Solanum_oligacanthum	Solanum_oligacanthum	no
Solanum_opacum	Solanum_opacum	no
Solanum_oplocense	Solanum_brevicaule	yes
Solanum_orbiculatum	Solanum_orbiculatum	no
Solanum_ovigerum	Solanum_melongena	yes
Solanum_oxycarpum	Solanum_oxycarpum	no
Solanum_oxyphyllum	Solanum_oxyphyllum	no
Solanum_palinacanthum	Solanum_palinacanthum	no
Solanum_palitans	Solanum_palitans	no
Solanum_pallidum	Solanum_pallidum	no
Solanum_paludosum	Solanum_paludosum	no
Solanum_palustre	Solanum_palustre	no
Solanum_pampasense	Solanum_candolleanum	yes
Solanum_pancheri	Solanum_pancheri	no
Solanum_panduriforme	Solanum_campylacanthum 	yes
Solanum_paniculatum	Solanum_paniculatum	no
Solanum_papaverifolium	Solanum_papaverifolium	no
Solanum_paposanum	Solanum_paposanum	no
Solanum_paraibanum	Solanum_paraibanum	no
Solanum_pascoense	Solanum_chomatophilum	yes
Solanum_pectinatum	Solanum_pectinatum	no
Solanum_pedemontanum	Solanum_pedemontanum	no
Solanum_pendulum	Solanum_pendulum	no
Solanum_pennellii	Solanum_pennellii	no
Solanum_peruvianum	Solanum_peruvianum	no
Solanum_petraeum	Solanum_petraeum	no
Solanum_petrophilum	Solanum_petrophilum	no
Solanum_phaseoloides	Solanum_phaseoloides	no
Solanum_phlomoides	Solanum_phlomoides	no
Solanum_physalifolium	Solanum_physalifolium	no
Solanum_pimpinellifolium	Solanum_pimpinellifolium	no
Solanum_pinetorum	Solanum_pinetorum	no
Solanum_pinnatisectum	Solanum_pinnatisectum	no
Solanum_piurae	Solanum_piurae	no
Solanum_platense	Solanum_platense	no
Solanum_pluviale	Solanum_pluviale	no
Solanum_poinsettiifolium	Solanum_poinsettiifolium	no
Solanum_polyadenium	Solanum_polyadenium	no
Solanum_polytrichum	Solanum_polytrichum	no
Solanum_prinophyllum	Solanum_prinophyllum	no
Solanum_proteanthum	Solanum_proteanthum	no
Solanum_pseudocapsicum	Solanum_pseudocapsicum	no
Solanum_pseudolulo	Solanum_pseudolulo	no
Solanum_ptychanthum	Solanum_emulans	no
Solanum_pubigerum	Solanum_pubigerum	no
Solanum_pungetium	Solanum_pungetium	no
Solanum_pyracanthos	Solanum_pyracanthos	no
Solanum_quadrangulare	Solanum_africanum	no
Solanum_quadriloculatum	Solanum_quadriloculatum	no
Solanum_quitoense	Solanum_quitoense	no
Solanum_raphanifolium	Solanum_raphanifolium	no
Solanum_reductum	Solanum_reductum	no
Solanum_reflexiflorum	Solanum_reflexiflorum	no
Solanum_refractum	Solanum_refractum	no
Solanum_repandum	Solanum_repandum	no
Solanum_reptans	Solanum_reptans	no
Solanum_retroflexum	Solanum_retroflexum	no
Solanum_rhytidoandrum	Solanum_rhytidoandrum	no
Solanum_rigescentoides	Solanum_humile	yes
Solanum_riojense	Solanum_riojense	no
Solanum_rixosum	Solanum_rixosum	no
Solanum_robustum	Solanum_robustum	no
Solanum_roseum	Solanum_roseum	no
Solanum_rostratum	Solanum_rostratum	no
Solanum_rovirosanum	Solanum_rovirosanum	no
Solanum_rudepannum	Solanum_rudepannum	no
Solanum_rugosum	Solanum_rugosum	no
Solanum_rupincola	Solanum_rupincola	no
Solanum_sandwicense	Solanum_sandwicense	no
Solanum_santolallae	Solanum_laxissimum	yes
Solanum_savanillense	Solanum_savanillense	no
Solanum_scabrifolium	Solanum_scabrifolium	no
Solanum_scabrum	Solanum_scabrum	no
Solanum_schenckii	Solanum_schenckii	no
Solanum_schimperianum	Solanum_schimperianum	no
Solanum_schlechtendalianum	Solanum_schlechtendalianum	no
Solanum_schomburgkii	Solanum_schomburghii	no
Solanum_sciadostylis	Solanum_sciadostylis	no
Solanum_sejunctum	Solanum_sejunctum	no
Solanum_semiarmatum	Solanum_semiarmatum	no
Solanum_sendtnerianum	Solanum_sendtnerianum	no
Solanum_serpens	Solanum_serpens	no
Solanum_sessiliflorum	Solanum_sessiliflorum	no
Solanum_sessilistellatum	Solanum_nigriviolaceum	yes
Solanum_shirleyanum	Solanum_shirleyanum	no
Solanum_sibundoyense	Solanum_sibundoyense	no
Solanum_simile	Solanum_simile	no
Solanum_sisymbriifolium	Solanum_sisymbriifolium	no
Solanum_sitiens	Solanum_sitiens	no
Solanum_sparsipilum	Solanum_brevicaule	yes
Solanum_spegazzinii	Solanum_brevicaule	yes
Solanum_stagnale	Solanum_stagnale	no
Solanum_stellativelutinum	Solanum_stellativelutinum	no
Solanum_stelligerum	Solanum_stelligerum	no
Solanum_stenandrum	Solanum_stenandrum	no
Solanum_stenophyllidium	Solanum_stenophyllidium	no
Solanum_stenopterum	Solanum_stenopterum	no
Solanum_stoloniferum	Solanum_stoloniferum	no
Solanum_stramoniifolium	Solanum_stramoniifolium	no
Solanum_stuckertii	Solanum_stuckertii	no
Solanum_stupefactum	Solanum_stupefactum	no
Solanum_sturtianum	Solanum_sturtianum	no
Solanum_subinerme	Solanum_subinerme	no
Solanum_subpanduratum	Solanum_colombianum	yes
Solanum_sucrense	Solanum_brevicaule	yes
Solanum_supinum	Solanum_supinum	no
Solanum_symonii	Solanum_symonii	no
Solanum_taeniotrichum	Solanum_taeniotrichum	no
Solanum_talarense	Solanum_talarense	no
Solanum_tampicense	Solanum_tampicense	no
Solanum_tarijense	Solanum_berthaultii	yes
Solanum_tegore	Solanum_tegore	no
Solanum_tenuipes	Solanum_tenuipes	no
Solanum_tenuisetosum	Solanum_tenuisetosum	no
Solanum_tenuispinum	Solanum_tenuispinum	no
Solanum_terminale	Solanum_terminale	no
Solanum_ternatum	Solanum_ternatum	no
Solanum_tetramerum	Solanum_tetramerum	no
Solanum_tetrathecum	Solanum_tetrathecum	no
Solanum_thelopodium	Solanum_thelopodium	no
Solanum_thomasiifolium	Solanum_thomasiifolium	no
Solanum_thruppii	Solanum_coagulans	no
Solanum_tobagense	Solanum_tobagense	no
Solanum_toliaraea	Solanum_toliaraea	no
Solanum_tomentosum	Solanum_tomentosum	no
Solanum_torvum	Solanum_torvum	no
Solanum_tredecimgranum	Solanum_furcatum	no
Solanum_tribulosum	Solanum_tribulosum	no
Solanum_tridynamum	Solanum_houstonii	no
Solanum_triflorum	Solanum_triflorum	no
Solanum_tripartitum	Solanum_tripartitum	no
Solanum_trisectum	Solanum_trisectum	no
Solanum_tuberosum	Solanum_tuberosum	no
Solanum_tudununggae	Solanum_tudununggae	no
Solanum_tundalomense	Solanum_colombianum	yes
Solanum_turneroides	Solanum_turneroides	no
Solanum_ugentii	Solanum_brevicaule	yes
Solanum_uncinellum	Solanum_uncinellum	no
Solanum_unilobum	Solanum_unilobum	no
Solanum_ursinum	Solanum_ursinum	no
Solanum_urticans	Solanum_urticans	no
Solanum_vaccinioides	Solanum_vaccinioides	no
Solanum_valdiviense	Solanum_valdiviense	no
Solanum_vansittartense	Solanum_vansittartense	no
Solanum_vernei	Solanum_vernei	no
Solanum_verrucosum	Solanum_verrucosum	no
Solanum_vescum	Solanum_vescum	no
Solanum_vespertilio	Solanum_vespertilio	no
Solanum_vestissimum	Solanum_vestissimum	no
Solanum_viarum	Solanum_viarum	no
Solanum_vicinum	Solanum_vicinum	no
Solanum_villosum	Solanum_villosum	no
Solanum_violaceimarmoratum	Solanum_violaceimarmoratum	no
Solanum_violaceum	Solanum_violaceum	no
Solanum_viridifolium	Solanum_viridifolium	no
Solanum_wallacei	Solanum_wallacei	no
Solanum_wendlandii	Solanum_wendlandii	no
Solanum_whalenii	Solanum_whalenii	no
Solanum_wrightii	Solanum_wrightii	no
Solanum_yungasense	Solanum_chacoense	yes
Streptosolen_jamesonii	Streptosolen_jamesonii	no
Symonanthus_aromaticus	Symonanthus_aromaticus	no
Symonanthus_bancroftii	Symonanthus_bancroftii	no
Trianaea_sp	Trianaea_sp	no
Trianaea_speciosa	Trianaea_speciosa	no
Tsoala_tubiflora	Tsoala_tubiflora	no
Tzeltalia_amphitricha	Tzeltalia_amphitricha	no
Tzeltalia_calidaria	Tzeltalia_calidaria	no
Vassobia_breviflora	Vassobia_breviflora	no
Vassobia_dichotoma	Vassobia_dichotoma	no
Vestia_foetida	Cestrum_sp	yes
Vestia_lycioides	Vestia_foetida	no
Withania_coagulans	Withania_coagulans	no
Withania_somnifera	Withania_somnifera	no
Witheringia_cuneata	Cuatresia_cuneata	no
Witheringia_macrantha	Witheringia_macrantha	no
Witheringia_meiantha	Witheringia_meiantha	no
Witheringia_solanacea	Witheringia_solanacea	no
Solanum_rufistellatum	Solanum_rufistellatum	yes
Solanum_paucispinum	Solanum_paucispinum	yes
Solanum_mirum	Solanum_mirum	no
Solanum_caumii	Solanum_caumii	no
Solanum_albertii	Solanum_albertii	no
Solanum_labyrinthinum	Solanum_labyrinthinum	no
Solanum_semisucculentum	Solanum_semisucculentum	no
Solanum_ratale	Solanum_ratale	no
Solanum_memaoyanum	Solanum_memaoyanum	no
Solanum_spnov	Solanum_spnov	yes
Solanum_vanuatuense	Solanum_vanuatuense	no
Solanum_pseudopedunculatum	Solanum_pseudopedunculatum	no
Solanum_acanthocarpum	Solanum_acanthocarpum	yes
Solanum_callium	Solanum_spirale	no
Solanum_dallachii	Solanum_magnifolium	no
Soalnum_dianthophorum	Solanum_ellipticum	yes
Solanum_hirsutum	Solanum_hirsutum	yes
Solanum_mankiense	Solanum_torricellense	no
Solanum_cladotrichotum	Lycianthes_cladotrichota	yes
Soalnum_moszkowskii	Lycianthes_moszkowskii	yes
Solanum_oliverianum	Lycianthes_oliverianum	yes
Solanum_prinophylum	Solanum_prinophyllum	no
Solanum_seitheae	Solanum_echinatum	yes
Solanum_stuartianum	Solanum_stuartianum	yes
Solanum_turraeifolium	Solanum_discolor	yes
Solanum_umbonatum	Lycianthes_umbonatum	yes
Solanum_villaricense	Solanum_guaraniticum	yes
Solanum_yirrkalense	Solanm_discolor	yes
Solanum_aenictum	Solanum_palinacanthum	yes
Solanum_apaense	Solanum_rhytidoandrum	yes
Solanum_aripoense	Solanum_erythrotrichum	yes
Solanum_auctosepalum	Solanum_stellatiglandulosum	yes
Solanum_berteroanum	Lycianthes_fugax	yes
Solanum_blodgettii	Solanum_donianum	yes
Solanum_blumei	Lycianthes_sp.	yes
Solanum_boerhaviifolium	Solanum_laxum	yes
Solanum_boquetense	Solanum_candidum	yes
Solanum_botelhianum	Solanum_paniculatum	yes
Solanum_brusquense	Solanum_wackettii	yes
Solanum_californicum	Solanum_umbelliferum	yes
Solanum_caribaeum	Solanum_nigrescens	yes
Solanum_caumii	Solanum_caumii	no
Solanum_chiliadenium	Solanum_caripense	yes
Solanum_clavatum	Solanum_aligerum	yes
Solanum_cornutum	Solanum_rostratum	yes
Solanum_cyathocalyx	Lycianthes_cyathocalyx	yes
Solanum_davidsoniae	Cuatresia_riparia	yes
Solanum_dejectum	Lycianthes_moziniana	yes
Solanum_denticulatum	Lycianthes_denticulata	yes
Solanum_diaboli	Solanum_dasyanthum	yes
Solanum_domingense	Lycianthes_virgata	yes
Solanum_edwardsii	Solanum_cordovense	yes
Solanum_elegans	Solanum_elegans	no
Solanum_fastigiatum	Solanum_bonariense	yes
Solanum_fruticosum	Solanum_bahamense	yes
Solanum_geniculatistrigosum	Solanum_turneroides	yes
Solanum_gentlei	Solanum_schlechtendalianum	yes
Solanum_gracillimum	Solanum_hirtellum	yes
Solanum_graniticola	Solanum_graniticola	no
Solanum_guanicense	Solanum_campechiense	yes
Solanum_guianense	Lycianthes_guianense	yes
